表章項目 コード,表章項目 補助コード,表章項目,時間軸（月次） コード,時間軸（月次） 補助コード,year,都道府県 コード,都道府県 補助コード,prefecture,/国籍,total,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,アンドラ,ジョージア（グルジア）,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
101,,人数【人】,2017000606,,2017年6月,23000,,愛知県,,"234,330","163,087",250,-,"1,055",17,26,502,1,738,"1,607","46,861","1,997",1,1,"1,158","6,093",184,2,15,24,"30,704","2,343",***,1,54,7,440,481,-,1,"6,835","1,436","34,514",-,20,34,84,"2,931","1,557","21,105",5,3,"3,124",9,18,51,16,30,12,26,6,5,29,453,221,6,33,2,40,169,13,6,-,1,4,8,-,1,16,7,34,21,68,37,230,240,-,136,38,25,-,-,765,141,159,***,4,2,-,1,-,20,-,1,1,19,-,949,18,10,3,15,-,-,-,23,-,-,3,-,13,-,4,-,117,10,8,-,5,46,-,-,-,7,4,1,35,3,2,7,5,200,-,3,27,2,-,2,-,-,2,21,1,11,111,75,129,6,4,14,1,1,"3,720",-,-,-,617,8,15,34,-,6,9,-,9,50,162,3,2,1,-,-,1,"2,803",-,-,"62,786",365,"1,150","52,919",61,300,17,1,321,"7,598",1,12,41,630,443,11,3,1,3,151,1,3,-,2,8,-,-,4,34
101,,人数【人】,2017000606,,2017年6月,24000,,三重県,,"46,176","28,343",57,-,302,-,-,66,1,123,541,"7,708",363,-,-,58,"1,349",28,-,1,1,"4,509",360,***,-,11,2,72,187,-,-,797,196,"6,389",-,1,15,18,"1,300",24,"3,864",-,-,357,6,1,2,1,1,-,3,2,-,3,45,36,3,7,-,7,19,2,-,-,-,-,-,-,-,2,-,5,1,5,2,16,36,-,47,3,8,-,-,72,12,3,***,-,1,-,-,-,-,-,1,-,4,1,158,1,1,-,2,1,-,-,6,-,-,1,-,-,-,-,1,29,2,-,-,4,10,-,1,-,1,3,-,1,-,-,-,1,30,-,-,3,-,-,3,-,-,-,2,-,4,16,8,19,1,4,3,-,-,422,-,-,-,70,2,1,1,-,-,-,-,1,10,42,-,-,-,-,-,-,294,-,1,"16,813",49,916,"12,683",21,20,1,-,36,"3,086",-,-,1,79,54,4,-,-,-,19,-,-,2,-,-,-,-,-,4
101,,人数【人】,2017000606,,2017年6月,25000,,滋賀県,,"26,584","15,311",20,-,120,1,2,67,-,51,27,"4,722",191,-,-,94,769,9,-,2,-,"4,314",345,***,-,4,-,108,52,-,-,172,22,"2,272",-,3,-,10,253,7,"1,674",-,-,334,-,2,5,-,-,-,-,2,1,5,36,32,2,8,-,1,21,13,-,-,-,-,1,-,-,-,-,7,1,9,3,9,30,-,14,10,9,-,-,97,5,11,***,-,-,-,-,-,-,-,-,-,-,-,61,1,-,-,4,-,-,-,1,-,-,-,-,9,-,-,-,1,-,-,-,2,8,-,-,-,-,2,-,6,-,-,-,-,11,-,-,3,-,-,-,-,-,-,4,-,1,2,1,5,-,-,-,-,-,510,-,-,-,61,1,-,25,-,1,1,1,6,10,33,-,-,-,-,-,2,369,-,-,"10,290",34,306,"8,262",8,21,2,-,29,"1,604",-,1,23,75,52,-,2,-,-,21,-,-,-,-,-,-,-,-,3
101,,人数【人】,2017000606,,2017年6月,26000,,京都府,,"55,647","49,705",58,1,147,2,5,123,4,72,174,"13,038","1,479",4,-,379,791,69,11,39,11,"24,664","1,891",***,2,21,4,226,94,4,1,571,100,"2,194",-,7,42,77,592,80,"2,714",1,13,"2,589",3,19,56,21,6,6,18,23,5,53,596,305,15,27,3,40,188,26,20,-,2,5,4,-,-,1,4,53,20,33,12,37,222,-,99,80,48,-,3,463,29,10,***,-,6,1,3,5,10,-,1,-,7,1,330,3,-,1,3,-,-,-,14,1,-,2,-,8,-,-,4,3,6,1,-,2,23,1,4,-,6,5,3,4,1,1,7,-,18,1,1,6,1,1,12,4,-,-,10,1,7,6,46,98,6,1,4,4,-,"1,913",1,-,-,320,2,3,11,1,3,3,1,3,12,75,5,1,-,-,-,1,"1,470",1,-,686,19,99,365,14,26,1,-,12,140,-,3,7,411,287,4,1,1,-,104,-,3,1,2,7,-,-,1,13
101,,人数【人】,2017000606,,2017年6月,27000,,大阪府,,"223,025","209,103",69,2,577,-,11,230,1,239,394,"58,050","6,350",3,2,"1,175","2,579",173,16,42,11,"103,078","5,059",***,-,31,1,561,241,6,6,"2,344",345,"7,600",-,65,75,173,"2,212",205,"17,168",9,-,"4,017",3,35,35,34,20,8,17,29,4,49,621,289,13,32,6,53,301,30,23,1,1,6,13,-,1,8,2,80,21,80,29,152,448,-,227,82,67,-,12,955,131,42,***,2,10,-,5,6,21,4,-,-,9,-,846,9,-,1,8,-,1,6,25,-,-,5,-,15,-,1,2,149,5,2,1,4,44,-,4,2,7,10,4,23,4,5,9,2,154,-,2,14,1,-,40,-,-,-,19,2,51,13,45,136,2,4,9,2,4,"3,835",3,3,1,664,2,13,17,-,3,10,5,3,52,142,1,9,-,-,-,5,"2,901",-,1,"4,147",42,154,"2,521",34,111,16,-,29,"1,216",-,2,22,"1,034",777,11,-,5,5,224,-,2,2,2,3,-,-,3,43
101,,人数【人】,2017000606,,2017年6月,28000,,兵庫県,,"103,505","93,168",75,-,401,2,36,116,2,179,225,"22,844","1,980",1,-,"1,512","1,113",62,1,39,7,"40,775","3,061",***,1,121,20,209,146,1,2,"1,374",207,"4,229",-,14,83,130,895,63,"13,230",10,2,"2,616",1,20,40,46,9,3,13,39,5,51,342,280,18,15,3,48,148,15,13,-,1,4,5,-,1,5,1,49,39,55,30,57,253,-,113,46,71,1,-,615,84,30,***,3,6,-,4,1,17,1,-,-,14,1,486,24,-,1,14,-,-,-,11,-,-,3,-,23,-,1,1,36,4,1,-,1,19,1,4,-,2,1,-,27,5,4,11,-,90,1,17,5,-,1,4,-,-,1,34,1,20,18,31,56,5,3,1,1,3,"2,909",5,1,-,497,3,11,23,-,7,7,1,4,25,67,2,2,1,-,-,8,"2,245",-,-,"3,587",48,107,"2,517",11,38,4,-,39,815,-,2,6,695,498,6,1,1,-,187,-,-,1,-,1,-,-,-,44
101,,人数【人】,2017000606,,2017年6月,29000,,奈良県,,"11,528","9,932",15,-,140,-,1,49,3,18,65,"2,982",323,-,-,59,240,20,-,-,-,"3,454",177,***,-,9,-,73,14,-,-,190,38,744,-,-,-,15,219,11,"1,073",-,-,373,-,3,5,7,-,2,2,-,-,3,66,39,1,3,-,7,17,-,1,-,-,1,-,-,-,-,-,4,3,12,2,8,22,-,41,6,16,-,-,89,8,-,***,-,-,-,-,3,2,-,-,-,-,-,57,-,-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,7,-,-,-,2,5,-,-,-,-,-,-,1,-,1,-,-,11,-,-,1,-,-,1,-,-,-,4,-,1,1,5,10,-,-,-,-,1,469,-,-,-,67,2,-,6,-,3,-,-,1,4,17,1,-,-,1,-,-,367,-,-,614,9,38,355,4,9,4,-,2,191,-,1,1,81,48,-,-,-,1,29,-,-,-,-,3,-,-,-,2
101,,人数【人】,2017000606,,2017年6月,30000,,和歌山県,,"6,365","5,847",-,-,18,-,-,6,-,25,4,"1,337",123,-,-,50,187,4,-,2,-,"2,098",171,***,-,2,3,29,26,-,-,50,10,760,-,-,5,4,439,8,486,-,-,142,-,-,2,2,1,-,1,-,1,-,16,9,1,1,-,5,6,-,2,-,-,1,-,-,-,-,-,-,3,14,-,3,11,-,5,2,1,-,-,48,6,-,***,-,-,-,-,-,1,-,-,-,-,-,17,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,1,-,1,3,-,-,1,-,-,209,-,-,-,30,-,-,-,-,1,-,-,1,4,4,1,1,-,-,-,-,167,-,-,107,2,-,93,-,-,-,-,-,12,-,-,-,41,24,-,-,-,-,16,-,-,-,1,-,-,-,-,2
101,,人数【人】,2017000606,,2017年6月,31000,,鳥取県,,"4,152","3,779",-,-,45,-,-,6,-,52,3,"1,015",52,-,-,33,117,-,-,1,1,921,118,***,-,1,-,22,24,-,-,16,30,538,-,-,-,-,93,1,690,-,-,108,-,1,3,-,-,1,1,-,-,2,11,5,3,1,-,6,2,-,-,-,-,-,2,-,-,-,-,2,1,1,-,5,23,-,2,1,-,-,-,30,1,1,***,-,1,-,-,-,2,-,-,-,-,-,75,-,-,1,-,-,-,-,-,-,-,1,-,22,-,-,-,-,1,-,-,-,4,-,-,-,-,-,-,-,-,-,1,-,6,-,-,-,-,-,24,-,-,-,1,-,1,4,2,6,-,-,1,-,-,141,-,-,-,23,-,-,-,-,1,-,-,1,6,4,-,-,-,-,-,-,106,-,-,26,-,1,21,-,-,-,-,1,3,-,-,-,23,13,-,-,-,-,10,-,-,-,-,-,-,-,-,-
101,,人数【人】,2017000606,,2017年6月,32000,,島根県,,"7,414","4,353",21,-,97,-,-,78,-,143,2,"1,483",31,-,-,15,129,1,-,-,1,671,65,***,-,2,-,17,21,-,-,29,1,848,-,-,-,1,60,-,637,-,-,105,-,-,1,-,-,1,-,2,-,1,11,15,-,1,-,2,5,3,-,-,-,-,-,-,-,1,-,3,-,3,-,3,19,-,1,1,2,-,-,22,2,-,***,-,-,-,-,-,5,-,-,-,1,-,31,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,5,-,-,1,-,-,-,-,-,-,3,-,-,-,3,5,-,-,-,-,-,164,-,-,-,12,-,1,-,-,-,-,-,-,5,4,-,1,-,-,-,3,138,-,-,"2,732",1,-,"2,717",6,4,-,-,-,4,-,-,-,27,16,-,-,-,-,11,-,-,-,-,-,-,-,-,2
101,,人数【人】,2017000606,,2017年6月,33000,,岡山県,,"24,588","22,379",9,-,175,-,-,69,-,267,65,"7,728",193,-,-,95,829,7,-,3,5,"4,970",399,***,-,17,-,112,12,-,-,268,110,"1,874",-,7,5,4,289,31,"4,836",-,-,426,1,3,9,1,-,1,1,4,-,5,56,35,4,5,1,5,26,-,1,-,-,2,2,-,-,-,-,7,-,9,4,17,49,-,8,5,5,-,-,130,14,6,***,-,-,-,-,-,6,-,-,-,4,-,78,3,1,-,1,-,-,-,2,-,-,-,-,-,-,-,1,3,1,-,-,1,14,-,-,-,1,1,-,-,-,-,-,-,6,-,-,2,-,-,1,-,-,-,3,-,6,2,1,27,1,-,-,-,-,493,-,1,1,81,-,-,1,-,-,-,1,-,15,14,-,1,-,-,-,3,375,-,-,"1,114",6,23,953,6,2,-,-,8,115,-,-,1,97,66,3,-,-,-,22,-,1,-,-,5,-,-,-,1
101,,人数【人】,2017000606,,2017年6月,34000,,広島県,,"47,663","42,676",69,-,213,-,-,158,-,210,73,"13,895",325,2,1,431,"1,557",14,2,5,1,"7,731",888,***,-,41,-,102,80,-,-,259,42,"7,202",-,-,36,36,971,12,"8,320",-,-,744,2,1,3,8,8,5,1,6,-,5,62,68,8,8,1,16,36,7,4,-,-,1,2,-,-,8,-,17,1,15,5,21,103,-,37,2,7,-,-,174,72,17,***,-,-,-,-,1,8,-,-,2,1,1,202,7,-,-,-,-,-,-,4,-,-,-,-,3,-,-,1,11,6,-,-,4,17,2,-,-,2,-,-,4,12,-,1,-,20,-,14,2,1,-,1,-,-,-,1,-,6,2,17,58,1,1,2,2,-,938,3,-,-,105,3,4,12,-,3,2,-,2,12,33,-,-,-,-,-,3,756,-,-,"2,931",11,12,"2,281",2,11,2,-,9,598,-,1,4,160,111,4,-,-,-,39,-,2,-,4,-,-,-,-,12
101,,人数【人】,2017000606,,2017年6月,35000,,山口県,,"14,953","14,077",14,-,36,-,-,67,-,85,47,"2,902",129,-,2,36,334,3,-,-,-,"5,358",773,***,-,12,-,61,11,-,-,307,10,"1,500",-,1,-,4,131,6,"2,248",-,-,208,-,-,3,3,1,-,1,2,1,1,24,14,1,-,1,4,10,-,-,-,-,-,2,-,-,-,-,1,2,2,3,8,22,-,16,5,2,-,-,56,18,-,***,1,-,-,-,1,-,-,-,-,3,-,31,-,-,1,1,-,-,-,3,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,7,-,-,2,2,8,-,-,-,-,1,426,-,-,-,45,3,-,-,-,-,-,-,-,6,5,3,-,-,1,-,-,363,-,-,164,9,4,119,2,2,1,-,-,27,-,-,-,47,33,1,-,-,1,7,-,2,1,1,-,-,-,1,-
101,,人数【人】,2017000606,,2017年6月,36000,,徳島県,,"5,500","5,006",17,-,52,-,-,37,-,100,4,"2,027",58,-,-,51,252,1,-,2,-,316,27,***,-,11,-,29,43,-,-,51,28,691,-,-,3,1,119,2,"1,084",-,-,132,-,1,-,-,-,-,-,-,1,4,14,15,-,1,-,3,4,-,1,-,-,-,1,-,-,1,-,2,1,1,-,12,20,-,3,6,-,-,-,28,9,-,***,-,-,-,-,-,1,-,-,-,3,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-,4,1,-,1,-,3,-,1,-,-,-,1,-,-,-,-,-,-,-,2,30,-,1,-,-,-,208,-,-,-,49,-,-,2,-,1,-,-,-,4,10,-,-,-,-,-,-,142,-,-,68,4,1,35,1,8,-,-,1,13,-,-,5,38,22,1,1,-,-,8,-,4,-,1,-,-,-,1,1
101,,人数【人】,2017000606,,2017年6月,37000,,香川県,,"11,290","10,209",-,-,140,-,-,33,4,283,3,"3,909",86,-,-,42,625,2,-,-,-,849,60,***,-,134,-,45,11,-,-,193,36,"1,687",-,-,-,4,140,5,"1,918",-,-,186,-,2,-,2,-,-,-,4,-,-,28,12,2,1,-,11,23,1,1,-,-,-,-,-,-,-,-,5,1,6,3,6,7,-,14,4,4,-,-,40,6,-,***,-,-,-,2,-,-,-,-,-,1,-,31,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,4,-,1,-,-,1,-,2,1,-,-,1,5,-,-,3,-,-,1,-,-,-,-,-,-,-,4,2,-,-,2,-,-,208,-,-,-,39,-,1,-,-,-,-,-,-,6,3,1,-,1,1,-,-,156,-,-,616,5,10,177,-,10,1,-,1,412,-,-,-,37,23,1,-,-,-,12,-,-,1,-,-,-,-,-,3
101,,人数【人】,2017000606,,2017年6月,38000,,愛媛県,,"11,122","10,281",-,-,43,-,1,18,-,106,9,"4,248",134,-,-,67,424,3,1,3,-,"1,206",126,***,-,4,-,50,13,-,-,123,16,"1,602",-,-,6,5,156,4,"1,912",1,-,195,-,2,2,2,3,-,1,1,1,4,30,19,-,-,-,4,11,-,-,-,-,-,2,-,-,2,-,4,2,2,-,4,18,-,16,2,2,-,-,54,4,1,***,-,-,-,-,-,1,-,-,-,1,-,48,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,6,-,-,-,1,-,-,1,3,-,5,-,4,-,-,3,1,-,1,1,-,-,1,-,-,10,4,4,-,1,-,-,-,254,1,-,-,34,1,2,3,-,-,-,-,1,8,5,-,-,1,-,-,1,197,-,-,276,7,4,211,-,2,9,-,9,32,-,-,2,66,41,-,-,-,-,25,-,-,-,-,-,-,-,-,2
101,,人数【人】,2017000606,,2017年6月,39000,,高知県,,"4,127","3,704",-,-,45,-,-,38,1,69,6,"1,225",53,-,-,55,261,6,-,-,-,517,42,***,-,-,-,12,12,-,-,64,9,681,-,-,1,3,68,1,535,-,-,115,-,-,1,1,-,-,1,2,-,-,15,6,-,1,-,3,2,-,-,-,-,-,-,-,-,1,-,4,-,2,1,5,6,-,5,4,1,-,-,52,2,-,***,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,3,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,1,-,11,1,1,-,-,-,1,182,-,-,-,31,-,1,1,-,-,-,-,2,1,2,-,-,-,-,-,1,143,-,-,30,3,-,20,-,2,-,-,1,4,-,-,-,63,45,-,-,-,-,13,-,-,-,-,4,1,-,-,-
101,,人数【人】,2017000606,,2017年6月,40000,,福岡県,,"68,573","63,213",120,-,497,1,6,347,1,243,952,"19,609",980,2,2,388,996,52,1,8,5,"15,570","1,282",***,1,18,-,204,199,7,1,"5,477",210,"4,842",-,50,22,66,730,34,"10,273",1,16,"1,856",7,9,26,8,9,2,8,7,1,11,243,143,8,9,3,22,90,10,6,-,-,1,5,-,1,4,3,57,7,39,9,91,218,-,69,64,28,-,-,506,88,23,***,1,1,-,2,4,5,-,-,2,6,-,521,12,-,1,10,-,-,-,15,-,1,1,2,20,-,-,1,18,-,-,-,1,40,-,7,1,4,3,-,22,8,5,5,1,59,1,5,32,2,-,-,-,-,-,15,-,11,15,18,177,1,2,4,-,1,"1,903",2,1,-,263,9,13,12,-,8,3,-,7,27,85,7,-,-,-,-,3,"1,463",-,-,666,34,14,320,17,34,8,1,18,213,-,1,6,401,249,6,-,-,-,134,-,2,2,2,3,-,1,2,13
101,,人数【人】,2017000606,,2017年6月,41000,,佐賀県,,"5,516","5,180",21,-,59,-,2,78,-,61,158,"1,285",69,-,-,8,496,-,-,-,-,684,72,***,-,4,-,24,3,-,-,295,18,618,-,-,-,2,88,1,"1,130",-,4,90,-,1,-,4,3,1,1,1,-,1,8,4,2,1,-,1,6,-,-,-,-,-,4,-,-,1,-,2,1,2,1,10,7,-,3,1,-,-,-,22,1,-,***,-,-,-,-,1,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,2,-,1,2,-,1,-,-,2,-,-,-,-,1,-,-,-,1,1,2,5,-,-,-,-,1,145,-,1,-,12,-,-,-,-,-,-,-,1,4,6,-,-,-,-,-,-,121,-,-,42,1,-,27,2,7,2,-,-,3,-,-,-,36,29,3,-,-,-,4,-,-,-,-,-,-,-,-,1
101,,人数【人】,2017000606,,2017年6月,42000,,長崎県,,"11,198","8,844",2,-,118,-,-,25,2,353,66,"2,559",166,-,-,133,372,6,-,-,-,"1,222",50,***,-,4,-,18,16,-,-,302,4,"1,592",-,2,-,3,95,7,"1,727",-,-,"1,428",-,10,3,17,9,24,15,4,212,78,38,42,3,8,-,6,36,2,6,-,-,118,178,-,-,-,-,36,5,80,60,157,32,-,9,12,1,-,-,82,122,-,***,-,-,-,-,15,4,-,-,-,4,-,119,-,1,-,2,-,-,-,11,-,-,-,-,2,-,-,-,8,5,-,-,-,16,-,-,-,1,-,-,-,-,-,1,1,8,-,4,-,-,-,3,-,-,-,2,-,-,3,15,33,-,3,-,-,-,642,1,-,-,58,1,1,-,-,-,1,-,57,9,10,4,-,-,-,-,1,499,-,-,67,2,-,39,1,4,4,1,1,14,-,1,-,71,45,-,-,-,-,24,-,-,-,-,1,-,-,1,27
101,,人数【人】,2017000606,,2017年6月,43000,,熊本県,,"12,453","11,513",25,-,145,-,2,78,-,235,54,"3,918",261,-,-,39,280,12,1,3,1,983,62,***,-,3,-,43,27,1,2,261,59,"1,849",-,1,6,15,205,14,"2,928",-,-,292,-,4,3,4,-,-,2,-,-,1,39,23,2,1,-,8,18,1,-,-,-,-,-,-,1,1,-,5,1,5,2,26,15,1,6,4,4,-,-,103,4,4,***,1,-,-,-,-,2,-,-,-,-,1,74,-,-,-,1,-,-,-,1,1,-,1,-,1,-,-,-,1,1,-,-,-,6,-,-,-,1,-,-,3,-,-,-,-,11,-,-,3,-,-,7,-,-,-,8,-,-,3,8,16,-,-,1,-,-,407,-,-,1,61,1,-,1,-,-,1,1,-,7,13,-,-,-,-,-,1,320,-,-,74,2,1,55,2,3,-,-,1,6,-,1,3,89,56,-,-,-,-,22,-,2,-,1,6,-,-,2,4
101,,人数【人】,2017000606,,2017年6月,44000,,大分県,,"11,362","10,315",32,1,100,-,3,118,1,141,180,"3,006",151,-,-,105,638,14,1,-,-,"2,059",146,***,-,9,1,40,51,-,1,221,39,"1,294",-,1,-,18,357,4,"1,581",2,-,355,-,5,1,3,-,-,2,4,1,9,19,19,-,5,-,4,12,3,2,-,-,1,2,-,-,1,-,9,9,5,3,8,26,-,9,5,6,-,19,64,2,93,***,-,2,-,1,-,-,-,-,1,-,-,87,1,-,4,6,-,-,-,1,-,-,-,-,3,-,-,-,3,-,-,-,-,18,1,-,-,-,-,-,5,-,-,3,-,13,-,1,4,-,1,-,-,-,-,3,-,1,5,5,6,1,-,1,-,1,394,1,-,-,52,2,-,1,-,1,3,2,1,4,25,-,-,-,-,-,1,301,-,-,90,6,2,49,-,1,1,3,1,25,-,1,1,121,58,13,-,1,1,25,-,-,-,1,9,-,1,12,-
101,,人数【人】,2017000606,,2017年6月,45000,,宮崎県,,"5,367","4,796",88,-,137,-,-,12,-,81,8,"1,407",48,-,-,28,388,1,-,-,-,550,13,***,-,2,-,15,20,-,-,147,45,653,-,-,1,5,72,1,"1,074",-,-,148,-,-,2,-,1,-,-,1,-,2,12,9,-,-,-,4,12,-,-,-,-,-,1,-,-,-,-,3,-,2,1,13,12,-,2,2,4,-,-,58,5,-,***,-,-,-,-,1,1,-,-,-,-,-,58,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,-,-,-,1,2,1,-,-,-,5,-,2,5,-,-,-,-,-,-,9,-,-,1,11,11,1,-,-,-,-,259,-,-,-,50,1,4,1,-,-,-,-,-,8,5,1,-,-,-,-,2,187,-,-,45,-,4,28,-,4,2,-,-,6,-,1,-,60,40,1,1,-,-,15,-,-,-,-,3,-,-,-,1
101,,人数【人】,2017000606,,2017年6月,46000,,鹿児島県,,"8,364","7,529",9,-,34,-,1,36,-,96,23,"2,264",157,-,-,18,209,3,-,2,-,489,40,***,-,2,-,31,12,-,-,161,43,"1,857",-,-,2,3,83,4,"1,950",-,-,250,1,2,1,2,3,-,1,4,-,-,30,24,1,-,-,6,12,4,-,-,-,-,1,-,-,-,-,10,-,12,1,9,10,-,10,7,3,-,-,87,4,-,***,-,-,-,-,-,5,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3,2,-,-,-,-,3,2,-,-,-,-,-,1,1,2,-,-,-,6,-,-,-,-,-,-,-,-,-,7,-,1,1,4,19,-,-,-,-,-,357,-,4,-,51,2,1,1,-,1,-,-,2,7,5,-,2,-,-,-,-,281,-,-,102,6,1,72,-,1,2,1,4,13,-,-,2,62,36,3,-,-,3,15,-,3,-,2,-,-,-,-,9
101,,人数【人】,2017000606,,2017年6月,47000,,沖縄県,,"14,599","10,193",55,-,70,-,-,51,-,23,88,"2,189",806,1,-,309,493,23,-,10,1,"1,222",26,***,-,15,-,62,32,-,4,"1,614",29,"1,931",-,-,1,27,137,12,958,1,3,833,-,5,17,6,1,1,4,5,1,4,120,84,6,10,-,19,50,48,19,-,-,1,2,-,-,1,-,16,3,25,4,16,68,-,44,22,15,-,-,196,9,1,***,-,-,-,1,1,6,-,-,-,1,1,125,1,-,1,4,-,-,-,-,-,-,-,-,2,-,-,-,2,2,-,-,-,7,-,-,-,1,-,1,7,-,8,-,2,18,-,2,2,4,-,-,-,-,-,1,1,2,1,17,20,2,9,8,-,-,"2,672",1,1,-,137,3,3,1,1,-,-,-,-,9,24,-,-,-,-,-,1,"2,491",-,-,643,62,8,311,3,13,-,-,2,244,-,-,-,123,72,8,-,-,1,35,-,2,2,1,1,-,1,-,10
101,,人数【人】,2017000606,,2017年6月,99101,,未定・不詳,,"2,827","1,967",1,-,14,1,-,17,-,7,62,354,194,-,-,32,112,2,4,-,-,289,16,***,-,4,-,14,19,-,-,20,5,403,-,9,-,5,73,29,280,-,1,401,-,4,2,-,-,-,1,9,-,3,127,61,2,-,1,5,12,5,-,-,1,-,1,-,-,1,-,4,4,5,1,5,21,-,11,6,3,-,-,84,5,14,***,-,-,-,-,-,2,-,-,-,1,-,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,5,-,3,-,-,2,-,-,-,247,-,-,-,50,-,1,-,-,3,-,1,-,1,13,-,-,-,-,-,-,178,-,-,104,8,2,82,-,3,-,-,1,4,-,-,4,87,60,-,-,-,-,26,-,-,1,-,-,-,-,-,1
